university_name,scholarship_name,academic_requirements,minimum_gpa_or_percentage,english_language_requirement,course_requirements,nationality_restrictions,financial_need_required,other_conditions,required_documents,separate_application_required,auto_considered,application_steps,deadline,source_url,retrieved_on,confidence,notes
University of Manchester,Manchester Master's Bursary (Home students),First master's qualification only; must have started UG after Sep 2012 and graduated no earlier than Jun 2021.,NOT_FOUND,NOT_FOUND,"Eligible master's courses only; full-time or part-time (max 2 years), Sep 2026 start.",Home fee status for both undergraduate and master's studies.,False,Applicants must also meet at least one widening-participation priority criterion and provide evidence.,Formal evidence for priority criteria | Supporting statement,True,False,Complete bursary application form and upload evidence; awards are then prioritized among eligible applicants.,2026-05-31,https://www.manchester.ac.uk/study/masters/fees-and-funding/masters-student-funding/masters-bursary/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Global Futures Scholarships (International UG and Master's),Must hold an offer for full-time on-campus study starting Sep 2026.,NOT_FOUND,Course-offer requirements apply; scholarship page gives no standalone threshold.,Full-time on-campus undergraduate or master's only.,Only applicants living in listed eligible countries/regions.,False,Must be self-funded (not externally sponsored).,Online scholarship form emailed to relevant offer-holders | NOT_FOUND,True,False,Secure eligible Manchester offer; complete region-specific scholarship form sent by the International Office.,NOT_FOUND,https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/global-futures-scholarship/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Humanitarian Scholarships (International undergraduate),Strong prior academic performance and application to eligible Sep 2026 undergraduate study.,NOT_FOUND,No proof needed at scholarship application stage; must later meet offer-set English condition. Duolingo not accepted.,"Most 3-year UG and approved foundation routes; excludes Medicine, Dentistry, Nursing, Architecture and INTO Humanities foundation.",Must not currently live in UK/EU; for people displaced by recent conflict.,False,"Must be at serious conflict-related risk, displaced within last 3 years, unable to continue university, and not previously studied in UK/EU.",UCAS course application | Scholarship online form,True,False,"Apply via UCAS, then submit scholarship form; no interview; scholarship decision sent by email.",2026-03-31,https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/humanitarian-scholarship/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Equity and Merit Scholarships (International Master's),"Excellent bachelor's degree (typically top 10% of class), with graduation before Sep 2024.",Top 10% of class (typical benchmark); exact GPA conversion NOT_FOUND.,NOT_FOUND,Only specific eligible master's courses (full-time on-campus or selected part-time online).,"Resident citizens of Ethiopia, Malawi, Rwanda, Tanzania, Uganda, or Zimbabwe.",True,Need >=2 years relevant paid professional experience; prior study outside Africa generally not allowed (except short <=6 months training).,Scholarship application form | Academic admission application (if invited),True,False,"Apply in scholarship window first; if eligible, submit academic course application; shortlist requires admission offer.",2025-08-31,https://www.manchester.ac.uk/study/masters/fees-and-funding/masters-student-funding/equity-merit-scholarships/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,GREAT Scholarships 2026 (International Master's),Must hold a conditional or unconditional Manchester offer for an eligible one-year master's.,NOT_FOUND,NOT_FOUND,One-year postgraduate taught master's.,"Manchester awards restricted to citizens/residents of Bangladesh, Ghana, or Pakistan.",False,Additional selection rules are in linked University eligibility-and-selection PDF.,Scholarship form emailed to relevant offer-holders | Offer evidence (held in admissions record),True,False,"Receive eligible Manchester offer, then submit GREAT scholarship form sent by International Office.",2026-04-23,https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/great-scholarships/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Women in STEM Scholarships 2026-27 (International Master's),Must meet Manchester academic entry standards and have completed undergraduate degree (or complete before enrolment).,NOT_FOUND,Must meet Manchester English requirement for course admission.,Specific eligible STEM master's programmes only.,"Women permanent residents/passport holders of Bangladesh, India, Nepal, Pakistan, or Sri Lanka.",True,"Must plan to return home for >=2 years, show STEM engagement and impact intent; ineligible with dual UK citizenship.",Scholarship application form emailed to eligible offer-holders | Passport/travel document proving eligibility | Documents for UK visa eligibility | Evidence supporting financial-need case,True,False,"Hold relevant offer, complete scholarship form sent from mid-January, and consent to British Council data-sharing.",2026-04-30,https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/women-in-stem-scholarships/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Manchester,Carbon Reduction Scholarship (Distance-learning MA Education for a Sustainable Environment),Offer-holder for MA Education for a Sustainable Environment by distance learning.,NOT_FOUND,NOT_FOUND,"MA Education for a Sustainable Environment, distance-learning registration required.",Open to both home and overseas applicants.,False,Selection is merit-based and based on contribution potential to programme diversity and enrichment.,NOT_FOUND,False,True,No separate bursary form; eligible applicants are assessed automatically.,NOT_FOUND,https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/carbon-reduction-scholarship/,2026-05-02,medium,Used official manchester.ac.uk pages. Some schemes provide country/course-specific rules via linked PDFs or profiles; those fields are marked NOT_FOUND where page-level detail was unavailable or cycle timing was unclear.
University of Essex,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Aberdeen,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Glasgow,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Newcastle University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Leicester,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of the Arts London,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Royal Holloway,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Reading,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Northumbria University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Strathclyde,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Dundee,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Swansea University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Queen Mary University of London,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Portsmouth,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Sussex,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Aston University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Aberystwyth University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Nottingham Trent University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Harper Adams University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Oxford Brookes University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
University of Kent,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
Manchester Metropolitan University,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2026-05-02,low,Not fully collected in this automated run. Official scholarship data should be gathered from the university funding pages before relying on this entry.
